==============================================================================
==============================================================================
Time (ms),Original Ref (rad),Final Ref (rad),Angle (rad),TrialNum,TrialValue,U_Actual (V),Ball
755,0.00000,0.00000,0.07140,1,-1.00,0.39653,277.00
760,0.00000,0.00000,0.00000,1,-1.00,-0.60166,136.00
765,0.00000,0.00000,-0.04284,1,-1.00,-0.71638,697.00
770,0.00000,0.00000,-0.02856,1,-1.00,-0.60137,565.00
775,0.00000,0.00000,0.02856,1,-1.00,0.24078,73.00
780,0.00000,0.00000,-0.02856,1,-1.00,-0.61939,533.00
785,0.00000,0.00000,-0.02856,1,-1.00,-0.58038,709.00
790,0.00000,0.00000,0.02856,1,-1.00,0.24635,131.00
795,0.00000,0.00000,0.00000,1,-1.00,-0.00157,291.00
800,0.00000,0.00000,-0.04284,1,-1.00,-0.66705,771.00
805,0.00000,0.00000,0.01428,1,-1.00,0.16606,273.00
810,0.00000,0.00000,0.00000,1,-1.00,-0.57948,135.00
815,0.00000,0.00000,-0.05712,1,-1.00,-0.76757,696.00
820,0.00000,0.00000,-0.01428,1,-1.00,-0.59778,563.00
825,0.00000,0.00000,0.02856,1,-1.00,0.15032,69.00
830,0.00000,0.00000,-0.04284,1,-1.00,-0.77949,502.00
835,0.00000,0.00000,-0.02856,1,-1.00,-0.66681,712.00
840,0.00000,0.00000,0.02856,1,-1.00,0.17308,129.00
845,0.00000,0.00000,0.04284,1,-1.00,0.19368,289.00
850,0.00000,0.00000,-0.07140,1,-1.00,-0.83171,768.00
855,0.00000,0.00000,0.02856,1,-1.00,0.19679,269.00
860,0.00000,0.00000,0.01428,1,-1.00,0.00185,134.00
865,0.00000,0.00000,-0.05712,1,-1.00,-0.76702,694.00
870,0.00000,0.00000,-0.01428,1,-1.00,-0.58704,541.00
875,0.00000,0.00000,0.02856,1,-1.00,0.17117,65.00
880,0.00000,0.00000,-0.02856,1,-1.00,-0.70360,500.00
885,0.00000,0.00000,-0.04284,1,-1.00,-0.71273,701.00
890,0.00000,0.00000,0.02856,1,-1.00,0.19296,123.00
895,0.00000,0.00000,0.00000,1,-1.00,-0.56411,285.00
900,0.00000,0.00000,-0.05712,1,-1.00,-0.75955,763.00
905,0.00000,0.00000,0.01428,1,-1.00,0.16190,286.00
910,0.00000,0.00000,0.01428,1,-1.00,0.11929,131.00
915,0.00000,0.00000,-0.05712,1,-1.00,-0.77525,692.00
920,0.00000,0.00000,-0.01428,1,-1.00,-0.57984,551.00
925,0.00000,0.00000,0.04284,1,-1.00,0.23417,61.00
930,0.00000,0.00000,-0.02856,1,-1.00,-0.67772,499.00
935,0.00000,0.00000,-0.02856,1,-1.00,-0.62942,701.00
940,0.00000,0.00000,0.02856,1,-1.00,0.21123,118.00
945,0.00000,0.00000,0.00000,1,-1.00,-0.55176,285.00
950,0.00000,0.00000,-0.05712,1,-1.00,-0.75974,763.00
955,0.00000,0.00000,0.01428,1,-1.00,0.19416,259.00
960,0.00000,0.00000,0.02856,1,-1.00,0.16722,130.00
965,0.00000,0.00000,-0.05712,1,-1.00,-0.78803,691.00
970,0.00000,0.00000,-0.01428,1,-1.00,-0.59153,534.00
975,0.00000,0.00000,0.05712,1,-1.00,0.27363,55.00
980,0.00000,0.00000,-0.02856,1,-1.00,-0.70263,500.00
985,0.00000,0.00000,-0.01428,1,-1.00,-0.59933,698.00
990,0.00000,0.00000,0.04284,1,-1.00,0.25048,112.00
995,0.00000,0.00000,-0.01428,1,-1.00,-0.63470,283.00
1000,0.00000,0.00000,-0.07140,1,-1.00,-0.82684,761.00
1005,0.00000,0.00000,0.01428,1,-1.00,0.16303,252.00
1010,0.00000,0.00000,0.00000,1,-1.00,-0.56223,130.00
1015,0.00000,0.00000,-0.04284,1,-1.00,-0.72038,691.00
1020,0.00000,0.00000,-0.01428,1,-1.00,-0.56748,545.00
1025,0.00000,0.00000,0.04284,1,-1.00,0.24462,50.00
1030,0.00000,0.00000,-0.04284,1,-1.00,-0.73299,531.00
1035,0.00000,0.00000,-0.02856,1,-1.00,-0.62330,690.00
1040,0.00000,0.00000,0.04284,1,-1.00,0.27023,109.00
1045,0.00000,0.00000,0.00000,1,-1.00,-0.55902,284.00
1050,0.00000,0.00000,-0.02856,1,-1.00,-0.65054,764.00
1055,0.00000,0.00000,0.01428,1,-1.00,0.15938,249.00
1060,0.00000,0.00000,-0.01428,1,-1.00,-0.62806,129.00
1065,0.00000,0.00000,-0.05712,1,-1.00,-0.79151,691.00
1070,0.00000,0.00000,-0.01428,1,-1.00,-0.56964,543.00
1075,0.00000,0.00000,0.02856,1,-1.00,0.18033,48.00
1080,0.00000,0.00000,-0.07140,1,-1.00,-0.86139,502.00
1085,0.00000,0.00000,-0.02856,1,-1.00,-0.62673,692.00
1090,0.00000,0.00000,0.04284,1,-1.00,0.25735,104.00
1095,0.00000,0.00000,0.00000,1,-1.00,-0.57326,282.00
1100,0.00000,0.00000,-0.04284,1,-1.00,-0.71523,762.00
1105,0.00000,0.00000,0.02856,1,-1.00,0.19008,241.00
1110,0.00000,0.00000,0.01428,1,-1.00,-0.00741,124.00
1115,0.00000,0.00000,-0.04284,1,-1.00,-0.74993,693.00
1120,0.00000,0.00000,0.00000,1,-1.00,0.00043,523.00
1125,0.00000,0.00000,0.02856,1,-1.00,0.17964,43.00
